url,text,label
"https://www.knoll.com/design-plan/products/by-designer/knoll
","Knoll Designers
Classic or contemporary, bring everyone together with modern living room furniture.
Bring style and sophistication to the table. Pair iconic modern dining tables with signature side chairs.
Modern Comfort that Works.
An affordable range of desks, chairs and accessories for working and learning at home. Most products ship free in 1–3 days.
Furniture to spend your summer in: sip, dip and sun in style.
Since 1938, Knoll has been recognized for creating modern furniture that inspires, evolves, a","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.knoll.com/design-plan/products/by-designer/knoll#bodyContainer,"Featured Designer
Florence Knoll
In 1941 Florence Schust moved to New York after graduating from Cranbrook and working with many of the greatest architects in the world. There she met Hans Knoll, who was establishing a new furniture company. With Florence’s design skills and Hans’ business acumen and salesmanship, the pair, who married in 1946, grew the nascent company into an international arbiter of style and design. Florence also seeded contributions with her friends Eero Saarinen, Harry Bertoia, and Mie","[0, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.knoll.com/shop/bestsellers,"Cesca™ Chair - Armless with Cane Seat & Back
Saarinen Dining Table - 54"" Round
Wassily™ Chair
Womb™ Chair
Saarinen Dining Table - 78"" Oval
Saarinen Executive Chair - Armchair with Wood Legs
Barcelona® Chair
Generation by Knoll®
Florence Knoll™ Model 31 Lounge Chair
Platner Arm Chair
Saarinen Coffee Table - 35"" Round
Tulip™ Chair - Armless
Saarinen Executive Chair - Armless with Tubular Legs
Womb™ Chair with Ottoman
Florence Knoll™ Model 33 Sofa
Tulip™ Chair - Armchair with Upholstered Back
Brno Chair - Flat","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.knoll.com/shop/bestsellers,"Cesca™ Chair - Armless with Cane Seat & Back
Saarinen Dining Table - 54"" Round
Wassily™ Chair
Womb™ Chair
Saarinen Dining Table - 78"" Oval
Saarinen Executive Chair - Armchair with Wood Legs
Barcelona® Chair
Generation by Knoll®
Florence Knoll™ Model 31 Lounge Chair
Platner Arm Chair
Saarinen Coffee Table - 35"" Round
Tulip™ Chair - Armless
Saarinen Executive Chair - Armless with Tubular Legs
Womb™ Chair with Ottoman
Florence Knoll™ Model 33 Sofa
Tulip™ Chair - Armchair with Upholstered Back
Brno Chair - Flat","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.millerknoll.com/legal/accessibility-statement,"Website accessibility statement
MillerKnoll is fully committed to providing an accessible digital experience to everyone.
To ensure accessibility and comply with applicable laws, we strive to reach conformance with the Web Content Accessibility Guidelines (WCAG) 2.1 Level AA for our websites.
To support our accessibility journey, we’ve partnered with eSSENTIAL Accessibility to manage our digital accessibility program and oversee its governance. Their diverse team of accessibility professionals evaluates and","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
https://www.knoll.com/help,"We’re here to help. The Knoll Help Center is the go-to resource to answer your questions regarding shipping, returns, warranty, claims and much more. Still needing answers? Contact us through your preferred method, whether by phone or message. Make sure to choose the right channel below to provide the most accurate answers to your questions.
Contact us, track your order or find out how your products will arrive to your home all at the Residential & knoll.com Help Center.
A Help Center focused on answering y","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0]"
https://www.hudsonfurniture.com.au/products/string-weave-timber-stool#MainContent,"MCHA287
NEW String weave stool, made from Sungkai wood. Super comfy and lightweight. A perfect fit for any kitchen bench.
Dimensions & Need to Know:
Width 40cm Depth 37cm Height 66cm.","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.hudsonfurniture.com.au/collections,"Skip to content
Close menu
SHOP
BEDROOM FURNITURE
Dressing Tables
Seating / Bed end Stools
Bedroom Mirrors
Bedroom Accessories
BEDS & HEADBOARDS
Headboards
Four Poster Beds
Sleigh Beds
Other Beds
BEDROOM STORAGE
Bedside Cabinets
Chest of Drawers/ Tallboys
Wardrobes
OFFICE FURNITURE
Office Desks
Office Chairs
Bookcases and Filing
Cabinets
Tables and Bureau
LOUNGE ROOM
Chaises and Armchairs
Side-Coffee Tables
Bookcases
Entertainment Units
DINING FURNITURE
Dining Tables
Dining Chairs
Sideboards - Consoles
Occa","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.hudsonfurniture.com.au/collections/bedroom-furniture,"Your bedroom is where you relax after a long, tiring day. It’s the most private space you own in your home. Naturally, your bedroom furniture should be in complete harmony with your taste, while scoring high on functionality and durability. This is exactly what Hudson Furniture helps you achieve.Read More
We bring to you the widest selection of hand-made French Provincial beds, and other French Provincial bedroom furniture created from premium hardwoods. A blend of unique designs and fine craftsmanship, our","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.hudsonfurniture.com.au/collections/dressing-tables,"A multi-utility dressing table is a bedroom essential and one that wears many hats. While dressing tables can serve as a styling station, add extra storage or more surface space, bulky and outdated dressing tables and dressers can diminish the overall appeal of your bedroom. This is where our elegant and handcrafted French Provincial dressing tables and stand alone mirrors can make all the difference!Read More
Add a Touch of Luxury to Your Bedroom with Our Handcrafted Dressing Tables
You can even add some e","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
https://www.hudsonfurniture.com.au/collections/seating-bed-end-stools,"Take a weight off your feet with our Hudson Furniture Bed end stools and chairs! Too many us use our bed in place of a stool or chair. Overtime, this will affect your mattress and may end up costing you money to buy a new one. Place one of our beautiful stools at the foot of your bed or a gorgeous chair in the corner and your bed will thank you! Add elegance and style to your bedroom ensemble and find a place to store your extras as well. All of our range can be customised to suit with our range of fabrics ","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://dhfonline.com/,"Inspiring, Eclectic, Timeless
Gabby
The heart of your home deserves extra love — like the style and substance of Gabby pieces.Shop Now
STORE SPOTLIGHT: THE WOODLANDS
?si=MUm72OJbqVlR4bKW
BRAND SPOTLIGHT:
Visit Both Of Showrooms to Create Your Custom Masterpiece.
358301 CHAIR
$2,538.90
570201 SWIVEL CHAIR
$2,053.95
C195701 SLIPCOVER CHAIR
$2,144.95
107101 CHAIR
$2,927.95
Conroe Location:
5629 W. Davis St. Conroe, TX 77304
Hours of Operation
Sunday CLOSED
Monday - Saturday 10am - 6pm
Woodlands Location:
27702","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
https://dhfonline.com/pages/front-page-home,"Inspiring, Eclectic, Timeless
Gabby
The heart of your home deserves extra love — like the style and substance of Gabby pieces.Shop Now
STORE SPOTLIGHT: THE WOODLANDS
?si=MUm72OJbqVlR4bKW
BRAND SPOTLIGHT:
Visit Both Of Showrooms to Create Your Custom Masterpiece.
358301 CHAIR
$2,538.90
570201 SWIVEL CHAIR
$2,053.95
C195701 SLIPCOVER CHAIR
$2,144.95
107101 CHAIR
$2,927.95
Conroe Location:
5629 W. Davis St. Conroe, TX 77304
Hours of Operation
Sunday CLOSED
Monday - Saturday 10am - 6pm
Woodlands Location:
27702","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
https://dhfonline.com/account/login,"Visit Us In-Store at Conroe or The Woodlands!
Forgot your password?
We will send you an email to reset your password.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://dhfonline.com/account/register,"Visit Us In-Store at Conroe or The Woodlands!
Sign in
or
Create an Account
Search
Cart
0
Menu
Cart
0
Search
Home
Shop All
Specials
35% OFF Items
Green Tag Deals
Floor Model Sale
Gabby
Summer Classics
Summer Classics
Summer Classics Essentials
Wendy Jane
TAKE ME HOME
Design Center
About Us
Meet The Owner
Meet The Team
Design Services
Blogs
To The Trade Program
Lighting
Furniture
Benches
Cabinets
Chest & Dressers
Custom Upholstery
Dining
Coffee Tables
Consoles
Occasional Chairs
Side Tables
Sofas
Gifts
Candles","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://dhfonline.com/cart,"Visit Us In-Store at Conroe or The Woodlands!
Your cart is currently empty.
Continue browsing here.
Enable cookies to use the shopping cart","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]"
https://www.tandemarbor.com,"Looking for more information? Please contact us via the method that's best for you!
The search for the PERFECT FIT ends here -
YOU CHOOSE the style, product, size, depth and upholstery.
Each piece is MADE-TO-ORDER to your exact specficiations by expert craftsmen in North America.
View","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.tandemarbor.com/cart,"Cart
0
Custom Furniture
Sofas
Sofas & Loveseats
→
Sleeper Sofas
→
Daybeds
→
Sectionals
→
Chairs
Armchairs
→
Chaise Lounges
→
Dining Chairs
→
Ottomans & Benches
Ottomans
→
Table Ottomans
→
Benches
→
Beds
Beds
→
Beds with footboard
→
Free Swatches
Customizer
Quick Ship
Furniture Stylist
Decor
Accent Pillows
Pillows
→
Rugs
Rugs
→
Resources
About
Our Furniture
→
Our Story
→
Reviews & Testimonials
→
Ordering
Ordering Custom Furniture
→
Shipping & Delivery
→
One Tree Planted
→
Resources
Style Files
→
FAQs
→
Measu","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.tandemarbor.com/pages/collections,"Looking for more information? Please contact us via the method that's best for you!
Custom made to please the style obsessed. It’s your style, crafted on-demand.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.tandemarbor.com/pages/sofas,"Looking for more information? Please contact us via the method that's best for you!
The style should fit your lifestyle and your room.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.tandemarbor.com/collections/madison/+sleeper,"Cart
0
Custom Furniture
Sofas
Sofas & Loveseats
→
Sleeper Sofas
→
Daybeds
→
Sectionals
→
Chairs
Armchairs
→
Chaise Lounges
→
Dining Chairs
→
Ottomans & Benches
Ottomans
→
Table Ottomans
→
Benches
→
Beds
Beds
→
Beds with footboard
→
Free Swatches
Customizer
Quick Ship
Furniture Stylist
Decor
Accent Pillows
Pillows
→
Rugs
Rugs
→
Resources
About
Our Furniture
→
Our Story
→
Reviews & Testimonials
→
Ordering
Ordering Custom Furniture
→
Shipping & Delivery
→
One Tree Planted
→
Resources
Style Files
→
FAQs
→
Measu","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.perchfurniture.com/account,"Return to Store
Create account
| Forgot your password?
We will send you an email to reset your password.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
https://www.perchfurniture.com/cart,"Browse
Close menu
Search
Shop
See More
""Close Cart""
Sofas
Sectionals
Chairs
Collections
Customize
About
See More
""Close Cart""
How to Shop
Manufacturers
Trade Accounts
FAQ
Press
Portland Store
Testimonials
Blog
Contact
Log in
Create account
4519 NE Fremont Street
Portland
,
OR
97213
503-208-5128
Shopping Cart
""Close Cart""
Shop
Customize
About
Portland Store
Testimonials
Blog
Contact
Menu
Account
Cart
Close
Search
Shopping Cart
Your cart is currently empty.
Get in touch
Continue browsing
here
.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
